date,campaign_name,cost,purchases,conv_value
2026-05-14,ASUC-(HISTO)-UK-(UK)-PERF-RTG,131.67,2,105.06
2026-05-14,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,145.79,4,222.59
2026-05-14,ASUC-(HISTO)-US-(US)-PERF-RTG,171.81,7,559.86
2026-05-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,9.87,null,null
2026-05-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,7.44,null,null
2026-05-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,40.74,null,null
2026-05-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,27.26,2,99.17
2026-05-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,61.26,null,null
2026-05-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,26.69,4,161.97
2026-05-14,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,19.61,null,null
2026-05-14,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,23.93,null,null
2026-05-14,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,53.85,1,114.33
2026-05-14,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,44.04,null,null
2026-05-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,45.33,1,32.24
2026-05-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,24.36,1,36.37
2026-05-14,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,59.79,3,188.53
2026-05-14,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,60.89,4,154.92
2026-05-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,5.54,1,233.06
2026-05-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,5.24,null,null
2026-05-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,4.13,null,null
2026-05-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3.96,null,null
2026-05-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,9.29,null,null
2026-05-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,19.08,null,null
2026-05-14,ASUC-(NEW)-PERF-RTG-WARM-ROW,28.05,1,42.08
2026-05-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.27,1,85.14
2026-05-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,7.76,null,null
2026-05-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,14.8,null,null
2026-05-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,5.22,null,null
2026-05-14,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,4.89,null,null
2026-05-14,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,3.91,null,null
2026-05-14,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,100.26,6,793.21
2026-05-14,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,116.81,3,205.24
2026-05-15,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,422.9,21,1407.13
2026-05-15,ASUC-(ALL)-PERF-KIDS-INTER,267.06,11,769.55
2026-05-15,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,226.01,9,519.88
2026-05-15,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,44.13,2,117.24
2026-05-15,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,31.79,4,192.68
2026-05-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,199.84,3,173.12
2026-05-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,159.16,10,501.7
2026-05-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,90.81,1,50
2026-05-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,112.99,5,291.67
2026-05-15,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,175.01,7,456.22
2026-05-15,ASUC-(HISTO)-UK-(UK)-PERF-RTG,116.1,1,69.45
2026-05-15,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,142.96,2,224.97
2026-05-15,ASUC-(HISTO)-US-(US)-PERF-RTG,149.18,2,103.59
2026-05-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,9.61,null,null
2026-05-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8.22,1,94.65
2026-05-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,42.87,1,32.5
2026-05-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,25.3,null,null
2026-05-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,61.92,2,107.64
2026-05-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,18.34,1,66.67
2026-05-15,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,19.84,null,null
2026-05-15,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,24.67,3,223.02
2026-05-15,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,52.03,5,248.8
2026-05-15,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,33.31,2,69.6
2026-05-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,50.59,null,null
2026-05-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,19.06,null,null
2026-05-15,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,67.97,null,null
2026-05-15,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,54.29,2,70.5
2026-05-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,5.25,null,null
2026-05-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,4.33,null,null
2026-05-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2.86,null,null
2026-05-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2.02,null,null
2026-05-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,8.49,null,null
2026-05-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,15.84,1,40.08
2026-05-15,ASUC-(NEW)-PERF-RTG-WARM-ROW,28.69,1,62.96
2026-05-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.45,null,null
2026-05-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,7.17,1,85.17
2026-05-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,15.25,1,65.04
2026-05-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.04,null,null
2026-05-15,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,4.9,1,32.39
2026-05-15,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.53,null,null
2026-05-15,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,89.89,1,108.2
2026-05-15,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,89.02,3,366.15
2026-05-16,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,483.62,10,530.74
2026-05-16,ASUC-(ALL)-PERF-KIDS-INTER,370.39,17,834.17
2026-05-16,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,289.02,17,872.7
2026-05-16,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,55.05,3,150.35
2026-05-16,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,42.01,5,196.6
2026-05-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,224.83,4,151.67
2026-05-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,233.48,5,228.99
2026-05-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,110.49,1,26.66
2026-05-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,156.67,6,283.71
2026-05-16,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,209.24,5,323.66
2026-05-16,ASUC-(HISTO)-UK-(UK)-PERF-RTG,158.67,8,570.53
2026-05-16,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,164.64,9,634.5
2026-05-16,ASUC-(HISTO)-US-(US)-PERF-RTG,196.32,6,323.72
2026-05-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,9.91,null,null
2026-05-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,7.89,null,null
2026-05-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,50.09,5,277.93
2026-05-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,33.56,1,28.33
2026-05-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,75.43,null,null
2026-05-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,26.33,1,27.68
2026-05-16,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24.17,1,55.67
2026-05-16,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,30.93,null,null
2026-05-16,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,56.61,3,85.6
2026-05-16,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,44.89,3,122.4
2026-05-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,52.9,null,null
2026-05-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,24.48,null,null
2026-05-16,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,74.26,2,66.4
2026-05-16,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,57.37,3,146.73
2026-05-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6.43,null,null
2026-05-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,5.11,1,108.76
2026-05-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,3.49,null,null
2026-05-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3.41,null,null
2026-05-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,10.88,null,null
2026-05-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,17.21,1,74.79
2026-05-16,ASUC-(NEW)-PERF-RTG-WARM-ROW,35.68,1,57.14
2026-05-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.28,1,56.37
2026-05-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,8.38,null,null
2026-05-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,11.07,2,89.44
2026-05-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.78,null,null
2026-05-16,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6.34,null,null
2026-05-16,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.45,null,null
2026-05-16,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,120.05,1,103.61
2026-05-16,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,123.49,3,196.69
2026-05-17,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,421.83,22,1425.36
2026-05-17,ASUC-(ALL)-PERF-KIDS-INTER,315.33,21,1302.52
2026-05-17,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,256.94,13,805.6
2026-05-17,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,58.52,3,157.17
2026-05-17,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,51.5,5,383.71
2026-05-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,248.33,9,512.2
2026-05-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,215.71,11,787.73
2026-05-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,122.43,5,236.66
2026-05-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,155.25,6,165.38
2026-05-17,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,225.81,11,873.53
2026-05-17,ASUC-(HISTO)-UK-(UK)-PERF-RTG,155.92,9,605.43
2026-05-17,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,185.76,null,null
2026-05-17,ASUC-(HISTO)-US-(US)-PERF-RTG,226.57,5,418.68
2026-05-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,12.51,null,null
2026-05-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,10.14,null,null
2026-05-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,47.77,3,299.99
2026-05-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,34.52,3,183.75
2026-05-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,77.09,2,95.47
2026-05-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,27.34,null,null
2026-05-17,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24.06,2,108.22
2026-05-17,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,33.63,1,49.42
2026-05-17,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,57.8,1,49.6
2026-05-17,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,45.25,2,60.8
2026-05-17,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,56,3,185.49
2026-05-17,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,27.53,2,74.79
2026-05-17,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,79.36,3,138.53
2026-05-17,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,66.49,null,null
2026-05-17,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.42,null,null
2026-05-17,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,6.22,null,null
2026-05-17,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,3.83,null,null
2026-05-17,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,4.1,null,null
2026-05-17,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,11.42,null,null
2026-05-17,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,18.62,null,null
2026-05-17,ASUC-(NEW)-PERF-RTG-WARM-ROW,35.56,1,41.06
2026-05-17,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.87,null,null
2026-05-17,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,8.31,null,null
2026-05-17,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,15.09,null,null
2026-05-17,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.43,1,28.86
2026-05-17,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.93,null,null
2026-05-17,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,3.63,2,76.37
2026-05-17,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,119.86,1,90.7
2026-05-17,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,133.52,5,456.79
2026-05-18,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,403.53,27,1820.88
2026-05-18,ASUC-(ALL)-PERF-KIDS-INTER,289.16,22,888.38
2026-05-18,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,220.19,18,1085.95
2026-05-18,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,51.08,2,75.91
2026-05-18,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,87.52,2,249.96
2026-05-18,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,212.1,4,169.63
2026-05-18,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,195.55,14,717.71
2026-05-18,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,94.88,4,227.99
2026-05-18,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,114.98,5,141.99
2026-05-18,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,193.65,6,411.33
2026-05-18,ASUC-(HISTO)-UK-(UK)-PERF-RTG,136.14,7,404.22
2026-05-18,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,147.27,5,451.25
2026-05-18,ASUC-(HISTO)-US-(US)-PERF-RTG,183.86,11,731.18
2026-05-18,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,9.42,null,null
2026-05-18,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,7.72,null,null
2026-05-18,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,44.35,5,203.09
2026-05-18,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,29.54,2,90.75
2026-05-18,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,68.23,2,106.49
2026-05-18,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,25,2,54.18
2026-05-18,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24.24,null,null
2026-05-18,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,28.67,1,46.92
2026-05-18,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,54.78,3,174.2
2026-05-18,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,41.92,10,318.29
2026-05-18,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,52.56,null,null
2026-05-18,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,24.09,1,107.44
2026-05-18,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,71.29,1,27.7
2026-05-18,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,59.28,5,205.51
2026-05-18,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6.83,null,null
2026-05-18,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,6.88,null,null
2026-05-18,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,4.01,null,null
2026-05-18,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3.49,null,null
2026-05-18,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,9.28,null,null
2026-05-18,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,17.16,null,null
2026-05-18,ASUC-(NEW)-PERF-RTG-WARM-ROW,30.57,null,null
2026-05-18,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.05,null,null
2026-05-18,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,7.31,1,34.01
2026-05-18,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,14.77,null,null
2026-05-18,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,5.08,null,null
2026-05-18,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,4.87,null,null
2026-05-18,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,3.41,null,null
2026-05-18,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,112.82,2,161.73
2026-05-18,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,114.86,1,74.31
2026-05-19,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,421.23,20,884.41
2026-05-19,ASUC-(ALL)-PERF-KIDS-INTER,309.73,17,637.46
2026-05-19,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,237.09,14,893.39
2026-05-19,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,56.26,null,null
2026-05-19,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,95.48,2,74.73
2026-05-19,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,225.01,3,120.09
2026-05-19,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,198.38,9,656.47
2026-05-19,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,105.91,3,93.66
2026-05-19,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,129.79,9,400.64
2026-05-19,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,196.97,5,587.66
2026-05-19,ASUC-(HISTO)-UK-(UK)-PERF-RTG,143.25,7,450.03
2026-05-19,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,179.6,3,258.12
2026-05-19,ASUC-(HISTO)-US-(US)-PERF-RTG,224.11,8,537.39
2026-05-19,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,10.68,null,null
2026-05-19,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,9.15,null,null
2026-05-19,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,45.4,1,133.34
2026-05-19,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,31.69,1,62.5
2026-05-19,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,74.65,1,23.84
2026-05-19,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,27.02,3,200.93
2026-05-19,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,25.05,null,null
2026-05-19,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,28.16,null,null
2026-05-19,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,50.42,4,177.8
2026-05-19,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,39.59,5,176.8
2026-05-19,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,52.7,1,133.75
2026-05-19,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,27.36,1,45.45
2026-05-19,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,71.77,4,144.57
2026-05-19,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,61.73,1,23.6
2026-05-19,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.23,null,null
2026-05-19,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,6.89,null,null
2026-05-19,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,4.47,null,null
2026-05-19,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,4.26,1,112.48
2026-05-19,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,9.67,null,null
2026-05-19,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,21.58,null,null
2026-05-19,ASUC-(NEW)-PERF-RTG-WARM-ROW,38.7,2,69.34
2026-05-19,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.37,null,null
2026-05-19,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,8.69,null,null
2026-05-19,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,12.41,null,null
2026-05-19,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.08,1,101.64
2026-05-19,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.32,null,null
2026-05-19,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.84,null,null
2026-05-19,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,112.95,null,null
2026-05-19,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,118.99,3,311.04
2026-05-20,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,480.05,29,1523.52
2026-05-20,ASUC-(ALL)-PERF-KIDS-INTER,347.49,20,814.17
2026-05-20,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,275.45,18,996.44
2026-05-20,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,62.81,3,113.74
2026-05-20,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,108.38,1,44.72
2026-05-20,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,302.51,6,439.41
2026-05-20,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,250.12,18,860.43
2026-05-20,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,142.31,4,159.91
2026-05-20,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,164.09,8,379.15
2026-05-20,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,202.87,3,160.66
2026-05-20,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,248.98,3,194.04
2026-05-20,ASUC-(HISTO)-UK-(UK)-PERF-RTG,170.74,2,115.4
2026-05-20,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,206.13,5,380.03
2026-05-20,ASUC-(HISTO)-US-(US)-PERF-RTG,242.85,8,518.37
2026-05-20,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,11.44,null,null
2026-05-20,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8.19,null,null
2026-05-20,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,57.37,3,339.83
2026-05-20,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,37.97,null,null
2026-05-20,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,88.49,2,60.43
2026-05-20,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,33.57,2,132.24
2026-05-20,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,28.18,null,null
2026-05-20,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,32.46,1,97.15
2026-05-20,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,79.97,2,79.6
2026-05-20,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,60.44,4,167.2
2026-05-20,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,72.38,2,47.68
2026-05-20,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,32.67,null,null
2026-05-20,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,99.23,2,125.35
2026-05-20,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,83.65,5,311.18
2026-05-20,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.65,null,null
2026-05-20,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,7.57,null,null
2026-05-20,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2.66,null,null
2026-05-20,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,5.08,null,null
2026-05-20,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,8.95,null,null
2026-05-20,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.89,null,null
2026-05-20,ASUC-(NEW)-PERF-RTG-WARM-ROW,53.36,1,43.69
2026-05-20,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.59,null,null
2026-05-20,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,10.84,null,null
2026-05-20,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,17.29,null,null
2026-05-20,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,9.59,1,23.46
2026-05-20,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.26,null,null
2026-05-20,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.25,null,null
2026-05-20,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,142.04,5,710.12
